anv_verb;diaz_verb;rummad;galleg;saozneg
akuitañ;akuit;d1;(se) satisfaire, (se) contenter de, (se) passer (de), parvenir à, liberer, sauver, se délivrer;to satisfy oneself, to content oneself with something, to do without, to manage to do, to free, to save, to liberate oneself
akuizitañ;akuizit;d1;acquérir;acquire
akustumiñ;akustum;d1;(s') habituer (à), (s') adonner (à);to get used to, to devote oneself to
akuzañ;akuz;d1;(s') accuser;to accuse (oneself)
alabistriñ;alabistr;d1;travailler négligemment, sans envie;work carelessly, with no desire
alaouriñ;alaour;d1;dorer, rissoler;to glaze, to sear
alc'hwezañ;alc'hwez;d1;fermer (la porte) à clef, enfermer;to lock (the door), to close
alec'hiñ;alec'h;d1;(se) nicher (en quelque lieu);to nest (in some place)
alejiñ;alej;d1;préparer (un repas), arranger, disposer, orner, radouber (un vaisseau), (se) maquiller, (se) préparer;to prepare (a dish), to arrange, to organize, to decorate, to grave (a ship), to do one's makeup, to prepare oneself
alianiñ;alian;d1;#galleg;#saozneg
aliañ;ali;d1;conseiller, donner conseil, (se) conseiller à quelqu'un (de), (s') allier, (s') unir, (se) joindre, inviter, (se) marier;to advise, to give advice, to recommend oneself to someone (to) form an alliance, to unite, to join, to invite, to marry
aliañsiñ;aliañs;d1;allier (des familles), (se) marier;to form an alliance (of families), to marry
alkodiñ;alkod;d1;(s') appuyer, (s') accouder;to lean on, to lean on one's elbows
almanagiñ;almanag;d1;(s') amalgamer;to amalgamate, to combine, to mix, to lump together
aloubiñ;aloub;d1;envahir, usurper, accaparer, empiéter;invade, usurp, monopolize, to encroach upon
alteriñ;alter;d1;délirer;to be delirious
alumiñ;alum;d1;aluner, faire tremper dans l'alun;#saozneg
alvaoniñ;alvaon;d1;faire l'ahuri, être ahuri;#saozneg
alvokadiñ;alvokad;d1;exercer en tant qu'avocat, avocasser;#saozneg
amaeziñ;amaez;d1;paître, pâturer, mener (les vaches) à paître;#saozneg
amailhañ;amailh;d1;émailler;to enamel, to punctuate
amandiñ;amand;d1;amander;#saozneg
amanennañ;amanenn;d1;se former en beurre, beurrer;to butter
amariñ;amar;d1;amarrer, lier, attacher;to moor, to bind, to attach
ambaomiñ;ambaom;d1;embaumer;to embalm
ambarkiñ;ambark;d1;(s') embarquer;to embark
ambidañ;ambid;d1;amputer;to amputate
ambilhañ;ambilh;d1;relier entre eux (les chevaux de l'attelage);to link between them (harness for the horses)
ambisioniñ;ambision;d1;ambitionner;to aspire to, to aim for
ambleudiñ;ambleud;d1;fouler (le blé noir) en commun, réduire en miettes, fouler aux pieds;to crush (buckwheat), to reduce to crumbs, to trample underfoot
amboulat;amboul;d1;donner une forme cylindrique (à qqc. de malléable) en le roulant sous la main;to give a cylindrical shape (to something, malleable) by rolling with one's hands
ambreniñ;ambren;d1;délirer, avoir du délire, être en délire, rêvasser, radoter, réfléchir, (se) demander, (se) tracasser pour qqc;to be delirious, to (day)dream, to ramble on, to think, to ask (oneself), to fret over something
ambridañ;ambrid;d1;(se) rengorger, se pavaner, faire le beau;to show off, to strut about
ambroug;ambroug;d1;reconduire, conduire, mener, accompagner, aller au devant (de), aller à la rencontre (de);#saozneg
ambuziñ;ambuz;d1;abuser (de), perdre son temps, occuper, déranger, faire perdre le temps, gaspiller, importuner, amuser, séduire, tromper, distraire;to exploit, to lose one's time, occupy, to disturb, to waste time, to waste, to bother, to amuse, to seduce, to deceive, to distract
amdroc'hañ;amdroc'h;d1;circoncire, exciser;to circumcise, to excise
ameiñ;ame;d1;embarrasser;to embarass
ameniñ;amen;d1;amener (les voiles), mettre à porter de main, calmer, apaiser, adoucir, se modérer, se contenir, se retenir, se tempérer.;lower (the sails), to be within reach, to calm, appease, soften, to temper, to contain/retain oneself, to temper.
amfraouiñ;amfraou;d1;accentuer, faire ressortir;to emphasize, to make something stand out
amgrediñ;amgred;d1;être incrédule, hésiter, balancer, être irrésolu, être inquiet;#saozneg
amlivañ;amliv;d1;changer de couleur + (en parlant des récoltes), pâlir;#saozneg
amoediñ;amoed;d1;perdre la raison, devenir sot, s'affoler, s'éprendre de, s'enticher de;#saozneg
amonetañ;amonet;d1;exhorter, avertir;#saozneg
amparañ;ampar;d1;(s') améliorer (?);#saozneg
ampech;ampech;d1;empêcher, occuper;#saozneg
ampellañ;ampell;d1;retarder, différer, ajourner;#saozneg
ampezañ;ampez;d1;empeser;#saozneg
amplegañ;ampleg;d1;impliquer;to implicate
ampleriñ;ampler;d1;embarrasser, absorber, occuper l'esprit;to embarass, to absorb, to keep the mind occupiedmind occupied
ampletiñ;amplet;d1;rendre, préparer, être efficace;to prepare, to be effcient
ampoezoniñ;ampoezon;d1;empoisonner, empester;to poison, to stink out
ampognañ;ampogn;d1;empoigner;to grab, to seize
amportiñ;amport;d1;emporter;to take
ampresañ;ampres;d1;(Se) hâter, (s') empresser;to hasten, hurry, to scurry
amprest;amprest;d1;emprunter;to borrow
amprestañ;amprest;d1;emprunter;to borrow
amprestiñ;amprest;d1;emprunter;to borrow
amprou;amprou;d1;éprouver, mettre (qqc/qqn) à l’épreuve, ressentir, subir;to feel, to put (something/someone) to task, to experience, to suffer
amprouiñ;amprou;d1;éprouver, mettre (qqc/qqn) à l’épreuve, ressentir, subir;to feel, to put (something/someone) to task, to experience, to suffer
amsaviñ;amsav;d1;remplacer;to replace
amsellet;amsell;d1;être regardant, avare;#saozneg
amsellout;amsell;d1;être regardant, avare;to be watchful, greedy
amsentiñ;amsent;d1;être indiscipliné;to be ill-disciplined
amskogañ;amskog;d1;diffracter;scatter
amspinañ;amspin;d1;envelopper;wrap, shroud, wrap up, swathe, envelop, envelope
amstrewiñ;amstrew;d1;diffuser (la lumière), rendre diffus;to spread (light), to render widespread
amuin;amuin;d1;#galleg;#saozneg
amurañ;amur;d1;amurer, ameublir;to haul aboard, to break up
amyezhañ;amyezh;d1;#galleg;#saozneg
amzereout;amzere;d1;être inconvenant, ne pas convenir;to be inconvenient, to be inappropriate
amzeriadañ;amzeriad;d1;dater;to date
amzeriñ;amzer;d1;attendre, temporiser;to wait
anadiñ;anad;d1;(se) manifester, transpirer, apercevoir;to manifest, to transpire, to spot
analat;anal;d1;inspirer, respirer;to draw one's inspiration, to breathe
analañ;anal;d1;inspirer, respirer;to draw one's inspiration, to breathe
anaoudaduriñ;anaoudadur;d1;reconnaître, diagnostiquer;to recognize, to diagnose
anaoueañ;anaoue;d1;anathémiser;to curse, anathematize
anavat;anav;d1;#galleg;#saozneg
anavañ;anav;d1;diluer, délayer;to dilute, to thin
anavezadenniñ;anavezadenn;d1;faire une reconnaissance militaire;to salute
anavezout;anavez;d1;connaître, reconnaître, diagnostiquer;to know, to recognize, to diagnose
anañ;an;d1;bécoter;to smother with kisses
anbraziñ;anbraz;d1;#galleg;#saozneg
anchañ;anch;d1;sillonner, capter;to furrow
andellat;andell;d1;faner en andains, badiner;#saozneg
andellañ;andell;d1;(s') en prendre à qqn, l'ennuyer, l'importuner;to have a go at someone, to bore, to disturb
andennañ;andenn;d1;ranger en andains, cannelé, (agriculture) creuser (un sillon);#saozneg
andorenniñ;andorenn;d1;abriter;to shelter
andoriñ;andor;d1;abriter;to shelter
anduriñ;andur;d1;supporter (qqn, qqc.);to support (someone, something)
aneriñ;aner;d1;faire des corvées;#saozneg
anet;an;d1;#galleg;#saozneg
angellat;angell;d1;faire la brasse, se propulser, nager, se baigner;#saozneg
angerc'hañ;angerc'h;d1;#galleg;#saozneg
anglevout;anglev;d1;percevoir, sentir, éprouver, ressentir;to perceive, to feel, to experience
anihilañ;anihil;d1;annihiler;annihilate
anizañ;aniz;d1;aniser;#saozneg
aniñ;an;d1;#galleg;#saozneg
ankelc'hiñ;ankelc'h;d1;rôder autour (de), ensorceler;to prowl (around), to enchant, bewitch
anklinañ;anklin;d1;faire la révérence, incliner;to curtsey, to tilt
ankontrañ;ankontr;d1;rencontrer;to meet
anlestañ;anlest;d1;#galleg;#saozneg
anneviñ;annev;d1;#galleg;#saozneg
annezañ;annez;d1;résider, habiter, emménager, s'établir, s'implanter, occuper (un endroit), meubler;to reside, to live in, to move in, to become established, to establish, to occupy (a place), to furnish
annoazhiñ;annoazh;d1;chagriner, faire subir une vexation;to pain, grieve, to humiliate
annodiñ;annod;d1;investir;to invest
annog;annog;d1;#galleg;#saozneg
ano;an;d1;#galleg;#saozneg
anoaziñ;anoaz;d1;froisser, vexer;to hurt, offend, to upset
anouediñ;anoued;d1;(se) refroidir, prendre froid;to cool down, to get cold
ansouezhiñ;ansouezh;d1;étonner;to stun, astonish
antailhañ;antailh;d1;#galleg;#saozneg
antamiñ;antam;d1;entamer;to start
antañ;ant;d1;creuser des sillons pour irriguer;to dig furrows for irrigation
antellañ;antell;d1;amorcer (piège), (chasse) tendre, dresser (un piège, un filet, etc.);to bait (a trap), (hunting) to set (a trap, a net, etc.)
anterinañ;anterin;d1;entériner, complètement;to ratify, confirm, entirely
antidatiñ;antidat;d1;#galleg;#saozneg
antisipañ;antisip;d1;anticiper;to anticipate
antoniñ;anton;d1;entonner;to start singing
antreal;antre;d1;entrer, rentrer;to enter, to come in
antreiñ;antre;d1;entrer, rentrer;to enter, to come in
antren;antre;d1;entrer, rentrer;to enter, to come in
antrepren;antrepren;d1;entreprendre;to start, to set about
antreteniñ;antreten;d1;entretenir (qqn), divertir;to mantain, look after (someone), to entertain, amuse
anvervañ;anverv;d1;#galleg;#saozneg
anzaviñ;anzav;d1;avouer, convenir;to admit, to agree
aochañ;aoch;d1;accoster, aborder, caboter;to accost, land, to board, to coast
aogmañtiñ;aogmañt;d1;#galleg;#saozneg
aoniñ;aon;d1;apeurer;to frighten
aotenniñ;aotenn;d1;raser (qqn);to shave (someone)
aotorizañ;aotoriz;d1;autoriser;to authorize
aotreañ;aotre;d1;octroyer, autoriser, gratifier, liciter, permettre, agréer;to grant, allocate, to authorize, to give somebody something, to sell, to allow, to agree to
aotren;aotre;d1;octroyer, autoriser, gratifier, liciter, permettre, agréer;to grant, allocate, to authorize, to give somebody something, to sell, to allow, to agree to
aouriñ;aour;d1;dorer;to gild
aozañ;aoz;d1;(s')apprêter (à), préparer, monter, réduire (os), repasser (vêt.), tamiser, préparer (nourriture, repas);to get ready to do, to prepare, to put something up
aparailhañ;aparailh;d1;appareiller;to match
aparchantañ;aparchant;d1;avoir trait (à), appartenir;#saozneg
aparisañ;aparis;d1;apparaître, comparaître;to appear
aparteniñ;aparten;d1;avoir trait (à), appartenir;#saozneg
apellañ;apell;d1;(droit) appeler;(law) to call
aplikañ;aplik;d1;appliquer;to apply
apotumiñ;apotum;d1;(se) dégoûter (de la nourriture), apostumer;#saozneg
apoueañ;apoue;d1;appuyer;to lean (on), to rest
aprantañ;aprant;d1;imprimer;to print
aprestañ;aprest;d1;apprêter, préparer (un repas, etc.);to be ready to do, to prepare (a meal, etc.)
aprouiñ;aprou;d1;approuver;to approve
apuriñ;apur;d1;(pathologie) suppurer;(pathology) to suppurate
arabadiñ;arabad;d1;importuner;to disturb
aradennañ;aradenn;d1;(faire) défiler, débiter, narrer longtemps, être longtemps à raconter qqc;#saozneg
arajiñ;araj;d1;contracter la rage;to contract rabies
arakiñ;arak;d1;être détraqué;#saozneg
arallyezhañ;arallyezh;d1;allophoner;to allophone
araogiñ;araog;d1;(s') avancer, mettre en avant, aller de l'avant;to advance, to bring to the fore, to move forward
arastiñ;arast;d1;(s') attaquer à qqn, qqc;to attack someone, something
arat;ar;d1;charruer, filer;#saozneg
arbalastrañ;arbalastr;d1;tirer à l'arbalète;to fire with a crossbow
arbarañ;arbar;d1;conditionner (emballer);#saozneg
arbenniñ;arbenn;d1;(?) discuter (?), objecter;to talk, discuss, to object
arboellañ;arboell;d1;économiser, épargner, ménager;to save (up), to be careful with, to economize on
arbouezañ;arbouez;d1;#galleg;#saozneg
arc'hantaouiñ;arc'hantaou;d1;argenter, réaliser (en argent), capitaliser, commanditer, convertir, réaliser financièrement, convertir en espèce, transformer en argent liquide;argenter, réaliser (en argent), capitaliser, commanditer, convertir, réaliser financièrement, convertir en espèce, transformer en argent liquide
arc'hantañ;arc'hant;d1;argenter, réaliser (en argent), capitaliser, commanditer, convertir, réaliser financièrement, convertir en espèce, transformer en argent liquide;to silver, to make (in silver), to capitalize, to finance, to convert, to support financially, to convert into cash, to change into ready money
arc'hantbevañ;arc'hantbev;d1;#galleg;#saozneg
arc'henañ;arc'hen;d1;chausser (qqn);to provide somebody with shoes
arc'hiñ;arc'h;d1;postuler, revendiquer;to postulate, to claim
arc'hoprañ;arc'hopr;d1;primer sur salaire;#saozneg
archediñ;arched;d1;mettre en bière;#saozneg
ardamezañ;ardamez;d1;armorier, blasonner;to emblazon
ardaoliñ;ardaol;d1;attribuer;to attribute
ardaouiñ;ardaou;d1;faire des façons, faire des manières;#saozneg
ardavañ;ardav;d1;être sur le point de s'interrompre, mollir, tomber (vent);#saozneg
ardevel;ardevel;d1;être sur le point de s'interrompre, mollir, tomber (vent);#saozneg
ardilhañ;ardilh;d1;enduire de terre, luter (chaudron);#saozneg
ardivinkelañ;ardivinkel;d1;#galleg;#saozneg
ardreñvat;ardreñv;d1;#galleg;#saozneg
ardreñviñ;ardreñv;d1;#galleg;#saozneg
ardroazhañ;ardroazh;d1;#galleg;#saozneg
aremennañ;aremenn;d1;bronzer;to bronze
arestiñ;arest;d1;arrêter;to stop
aretañ;aret;d1;(s') arrêter;to stop (oneself)
argadenniñ;argadenn;d1;attaquer;to attack
argadiñ;argad;d1;attaquer, chasser en huée;to attack, to hunt in a pack
argammediñ;argammed;d1;procéder progressivement;#saozneg
argaozeal;argaoze;d1;gazouiller, en commençant à parler;#saozneg
argarzhiñ;argarzh;d1;détester, haïr, exécrer;to destest, to hate, to execrate
argas;argas;d1;chasser, expulser, rejeter, repousser;to hunt, to expel, to reject, to push away
argazhiñ;argazh;d1;#galleg;#saozneg
argeflenañ;argeflen;d1;#galleg;#saozneg
argemmañ;argemm;d1;#galleg;#saozneg
argerzhaduriñ;argerzhadur;d1;procédurer;#saozneg
argilañ;argil;d1;reculer, régresser, rétrograder;to move back,to regress, to retrograde
argizañ;argiz;d1;#galleg;#saozneg
arglask;arglask;d1;rechercher, prospecter;to search, to prospect
argouraouiñ;argouraou;d1;(droit) doter;#saozneg
argrediñ;argred;d1;présumer, hésiter;to presume, to hesitate
arguamantiñ;arguamant;d1;argumenter;#saozneg
arguiñ;argu;d1;argumenter, arguer;#saozneg
arguzenniñ;arguzenn;d1;argumenter;to argue
arguziñ;arguz;d1;argumenter, arguer, disputer;to argue, to claim that, to dispute
arieziñ;ariez;d1;grimacer;to grimace, to force a smile
arlaouañ;arlaou;d1;#galleg;#saozneg
arlec'hiñ;arlec'h;d1;stopper, racommoder;to stop, to mend
arlec'houiñ;arlec'hou;d1;aiguiser;to sharpen
arlediñ;arled;d1;(se) dilater;to dilate
arlivañ;arliv;d1;nuancer, connoter;to nuance, shade, to connote
arlougañ;arloug;d1;#galleg;#saozneg
arloupiñ;arloup;d1;(s') acharner;#saozneg
armañ;arm;d1;adouber, (s') armer;#saozneg
armerzhañ;armerzh;d1;économiser, épargner, ménager;#saozneg
arneveziñ;arnevez;d1;moderniser;#saozneg
arneviñ;arnev;d1;tourner à l'orage, (se) gâter (par l'orage), déteindre, moisir, (météorologie) faire un temps étouffant;#saozneg
arnodenniñ;arnodenn;d1;examiner (candidat);#saozneg
arnodiñ;arnod;d1;tenter (q.ch., qun), éprouver, mettre à l'épreuve;#saozneg
arouelañ;arouel;d1;#galleg;#saozneg
arouezennañ;arouezenn;d1;signaler (symboliser, caractériser); gripper;#saozneg
aroueziñ;arouez;d1;signaler, noter;#saozneg
arouzañ;arouz;d1;arroser;#saozneg
arpejañ;arpej;d1;faire des arpèges;#saozneg
arredaoliñ;arredaol;d1;#galleg;#saozneg
arreic'hiñ;arreic'h;d1;(se) mettre en furreur, (s') emporter;#saozneg
arren;arre;d1;réitérer, répéter;repeat, rehearse, reiterate, practice, echo, say sth again
arrerc'hañ;arrerc'h;d1;#galleg;#saozneg
arrestiñ;arrest;d1;(s') arrêter;#saozneg
arrevellañ;arrevell;d1;#galleg;#saozneg
arreziñ;arrez;d1;donner (qqc.) en arrhes, étrenner;to pay a deposit, to use (something) for the first time
arrostiñ;arrost;d1;acoquiner;to get together with (somebody), get mixed up with
arroudennañ;arroudenn;d1;tracer (un passage);to draw
arsailhañ;arsailh;d1;attaquer, assaillir;to attack, assail, set upon
arsaviñ;arsav;d1;cesser;to cease, stop
arsellet;arsell;d1;#galleg;#saozneg
arsevel;arsevel;d1;#galleg;#saozneg
arsoc'hañ;arsoc'h;d1;(s') accoutumer (à);to get used to
arsodiñ;arsod;d1;abrutir, être un peu fou, un peu sot;to turn into a moron, to be slightly crazy, a bit silly
arvalenniñ;arvalenn;d1;#galleg;#saozneg
arvariñ;arvar;d1;compromettre, douter, hasarder, hésiter;to compromize, to doubt, to hazard, speculate, to hesitate
arvellat;arvell;d1;provoquer (en paroles), (se) quereller;to provoke, challenge (in words), to quarrel, feud
arventennañ;arventenn;d1;paramétrer;to parametrize, configure, set (something) up
arverañ;arver;d1;user (de), utiliser;to wear down, to use
arvestiñ;arvest;d1;veiller (un mourant, un mort);to watch over (the dying, a dead person)
arveuziñ;arveuz;d1;(audiovisuel) fondre;(audiovisual) to blend
arveziñ;arvez;d1;#galleg;#saozneg
